INSTITUICAO_ENSINO_ALUNO_2020;NOME;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022;IdAluno;Total_Presente;Total_Falta;Total_Justificada;IDADE_ALUNO_2021;IDADE_ALUNO_2022;Sexo
Escola Pública;ALUNO-663;10;2;1D;Não;7.377085000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.5;6.25;9.0;4.6875;6.916665;5.0;2.0;D;Escola Pública;Veterano;Quartzo;5.479;7.8;2.9;7.5;3.3;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.2;10.0;Nível 2 (5o e 6o ano);0.0;2.0;D;2018.0;Não;5.378863434173669;796.0;151.0;11.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.83334;4.984593837535014;7.5;4.5;5.5;3.5;Sem Nota;3.0;4.375;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Sem Recomendacao;Não;Não;6.055553333333335;5.0;Fase 3 (7º e 8º ano);666;6.0;0.0;47.0;11;12;M
Rede Decisão/União;ALUNO-664;15;1;4A;Sim;9.219448333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;10.0;10.0;9.333333333333334;9.166666666666666;9.8889;5.0;5.0;A;Rede Decisão;Veterano;Topázio;8.681;10.0;8.6;7.5;9.3;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.9;5.0;Nível 6 (2o EM);-1.0;6.0;A;2019.0;Sim;8.842987091787439;9.0;2.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.485054347826086;9.375;8.011111111111111;9.0;5.7;9.333333333333334;4.0;9.0625;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;10.00001;5.0;Fase 7 (3º EM);667;17.0;0.0;96.0;16;17;M
Escola Pública;ALUNO-668;10;0;1K;Não;7.728335333333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.1;7.5;9.0;7.916666666666668;7.833333333333333;5.0;2.0;J;Escola Pública;Veterano;Ágata;6.722;8.0;5.8;7.5;4.5;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;6.8;10.0;Nível 2 (5o e 6o ano);0.0;2.0;K;2020.0;Não;6.658016026362202;602.0;100.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.324793465144342;7.5;5.25;4.0;6.5;Sem Nota;3.0;6.041666666666667;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Sem Recomendacao;Não;Não;6.944443333333333;5.0;Fase 3 (7º e 8º ano);671;10.0;6.0;290.0;11;12;F
Escola Pública;ALUNO-681;13;2;2H;Não;5.648752;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;7.9;5.0;1.25;4.6875;7.75;5.0;2.0;C;Escola Pública;Veterano;Ágata;6.842;8.5;6.3;6.9;6.6;7.3;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.5;5.0;Nível 4 (9o ano);-2.0;3.0;K;2018.0;Não;6.665405026862027;600.0;79.0;12.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;6.922504578754578;7.5;4.555555555555555;5.0;6.0;2.666666666666667;4.0;8.28125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;6.666665;5.0;Fase 5 (1º EM);684;37.0;3.0;258.0;14;15;F
Escola Pública;ALUNO-686;11;2;0D;Não;7.767919;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.6;5.0;9.0;7.8125;7.333335;5.0;0.0;P;Escola Pública;Veterano;Ametista;6.917;9.5;5.8;7.5;6.5;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.5;5.0;Nível 2 (5o e 6o ano);-2.0;1.0;G;2018.0;Não;6.853260478696742;539.0;136.0;4.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;7.349624060150376;6.875;6.583333333333333;5.0;8.166666666666666;Sem Nota;2.0;5.625;Mantido na Fase atual;Promovido de Fase;Sem Recomendacao;Sem Recomendacao;Não;Não;7.333335;5.0;Fase 3 (7º e 8º ano);689;51.0;0.0;259.0;12;13;F
Rede Decisão/União;ALUNO-689;11;3;2B;Sim;7.776669999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.3;5.0;5.5;5.0;9.58334;10.0;2.0;B;Rede Decisão;Veterano;Ametista;7.908;8.5;9.2;7.5;7.9;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.3;5.0;Nível 3 (7o e 8o ano);-1.0;3.0;B;2017.0;Sim;8.016570200779729;137.0;21.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.75001;9.249512670565302;5.0;6.333333333333333;6.833333333333333;6.333333333333333;5.833333333333333;4.0;8.75;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;8.25;10.0;Fase 3 (7º e 8º ano);692;61.0;5.0;245.0;12;13;F
Escola Pública;ALUNO-693;8;0;0H;Não;8.25;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;10.0;2.5;6.99999;10.0;0.0;P;Escola Pública;Veterano;Ágata;6.675;8.5;5.0;7.5;5.9;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.3;5.0;Nível 1 (4o ano);-1.0;1.0;K;2020.0;Não;7.434636280701754;341.0;90.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;8.624561403508771;7.5;7.416666666666666;5.666666666666667;9.166666666666666;Sem Nota;3.0;6.041666666666667;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sem Recomendacao;Não;Não;7.61111;5.0;Fase 2 (5º e 6º ano);696;49.0;2.0;242.0;9;10;F
Escola Pública;ALUNO-695;8;0;0C;Não;8.631250000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;9.0;7.8125;6.99999;10.0;0.0;J;Escola Pública;Veterano;Topázio;8.263;10.0;10.0;7.5;7.1;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9.3;5.0;Nível 1 (4o ano);-1.0;1.0;A;2020.0;Não;7.620637142857143;264.0;68.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.88095238095238;7.5;7.25;6.666666666666667;7.833333333333333;Sem Nota;3.0;5.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Sem Recomendacao;Não;Não;7.222223333333334;5.0;Fase 2 (5º e 6º ano);698;59.0;2.0;68.0;9;10;F
Escola Pública;ALUNO-700;11;1;2F;Não;6.966111333333335;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;6.9;7.5;4.5;7.916666666666668;6.222213333333333;10.0;2.0;I;Escola Pública;Veterano;Ágata;6.197;9.5;4.6;7.5;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5.0;Nível 3 (7o e 8o ano);-1.0;2.0;I;2019.0;Não;6.103704377554813;707.0;130.0;11.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;5.858788554440729;5.625;4.0;3.666666666666667;4.333333333333333;Sem Nota;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Sem Recomendacao;Não;Não;7.222223333333333;5.0;Fase 3 (7º e 8º ano);703;23.0;0.0;155.0;12;13;F
Escola Pública;ALUNO-703;13;1;2D;Não;8.340419;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.9;7.5;9.5;8.4375;7.583335;5.0;3.0;F;Escola Pública;Veterano;Ametista;7.106;9.2;6.7;7.5;6.3;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.9;5.0;Nível 4 (9o ano);-1.0;4.0;B;2019.0;Não;6.824891426456685;547.0;48.0;9.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.33334;5.945980743394537;7.5;6.188888888888889;3.666666666666667;5.166666666666667;9.733333333333333;4.0;7.8125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7.6666675;5.0;Fase 5 (1º EM);706;11.0;0.0;43.0;14;15;M
Escola Pública;ALUNO-707;14;1;2C;Não;7.794168000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.7;7.5;8.0;7.708333333333334;7.666663333333333;5.0;2.0;C;Escola Pública;Veterano;Ágata;6.814;9.5;7.1;7.5;5.4;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.1;2.5;Nível 5 (1o EM);-3.0;3.0;D;2019.0;Não;5.942467448717949;733.0;105.0;7.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;6.868589743589744;7.5;3.5;4.0;4.833333333333333;1.666666666666667;4.0;7.1875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;6.3749925;2.5;Fase 6 (2º EM);710;36.0;4.0;269.0;15;16;M
Escola Pública;ALUNO-708;10;1;1H;Não;8.004724;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.1;7.5;10.0;7.291666666666667;7.777776666666667;5.0;1.0;E;Escola Pública;Veterano;Ametista;7.286;9.0;9.2;7.5;5.1;8.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.2;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;J;2019.0;Não;5.888588956521739;739.0;175.0;16.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;6.130434782608695;7.5;2.833333333333333;2.666666666666667;3.0;Sem Nota;3.0;6.458333333333334;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Sem Recomendacao;Não;Não;6.999999999999999;5.0;Fase 3 (7º e 8º ano);711;22.0;1.0;281.0;11;12;F
Rede Decisão/União;ALUNO-710;10;2;2B;Não;8.431669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.2;6.25;9.0;7.5;8.333335;10.0;2.0;B;Rede Decisão;Veterano;Topázio;8.713;9.5;9.2;7.5;8.3;8.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.4;10.0;Nível 2 (5o e 6o ano);0.0;3.0;B;2018.0;Sim;8.124397285239297;106.0;17.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.099410315085372;7.5;5.111111111111111;4.0;6.0;5.333333333333333;4.0;8.90625;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;8.625;10.0;Fase 3 (7º e 8º ano);713;8.0;0.0;75.0;11;12;M
Escola Pública;ALUNO-721;12;1;1G;Não;5.660002;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;7.3;5.0;4.0;2.5;7.0;5.0;2.0;I;Escola Pública;Veterano;Quartzo;5.029;9.5;3.8;5.6;2.5;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.5;5.0;Nível 3 (7o e 8o ano);-1.0;3.0;G;2019.0;Não;4.563332;841.0;139.0;12.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;3.809722222222223;5.0;1.277777777777778;1.0;2.333333333333333;0.5;4.0;6.875;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;5.54166;5.0;Fase 4 (9º ano);724;1.0;0.0;46.0;13;14;F
Escola Pública;ALUNO-732;14;2;4L;Não;7.851389666666667;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.0;7.5;7.666666666666667;8.541666666666666;7.611113333333334;10.0;5.0;L;Rede Decisão;Veterano;Ametista;7.765;7.9;6.4;7.5;8.0;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;7.7;10.0;Nível 5 (1o EM);0.0;6.0;A;2018.0;Sim;7.369714659440588;370.0;11.0;11.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.75001;5.248218852758495;8.75;6.077777777777778;5.666666666666667;3.633333333333333;8.933333333333334;4.0;7.65625;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;7.944446666666668;10.0;Fase 6 (2º EM);735;16.0;0.0;31.0;15;16;M
Escola Pública;ALUNO-737;11;1;2N;Não;8.070001999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.6;7.5;6.5;7.5;7.5;10.0;2.0;N;Escola Pública;Veterano;Ametista;7.431;9.0;7.1;7.5;6.9;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.1;5.0;Nível 3 (7o e 8o ano);-1.0;2.0;U;2019.0;Não;7.378176603174603;369.0;53.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;9.682539682539682;7.5;6.333333333333333;5.333333333333333;7.333333333333333;Sem Nota;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Sem Recomendacao;Não;Não;7.5;5.0;Fase 3 (7º e 8º ano);740;4.0;0.0;43.0;12;13;M
Escola Pública;ALUNO-738;12;2;2R;Não;7.458336000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;9.0;6.875;6.0;8.541666666666668;8.333336666666668;5.0;3.0;J;Rede Decisão;Veterano;Ametista;8.042;9.2;7.8;6.3;8.1;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.9;10.0;Nível 3 (7o e 8o ano);0.0;4.0;P;2018.0;Sim;7.006941758454106;484.0;40.0;4.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.33335;9.182971014492754;5.625;4.877777777777777;3.666666666666667;6.666666666666667;4.3;4.0;6.40625;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;5.79166;10.0;Fase 4 (9º ano);741;30.0;0.0;9.0;13;14;M
Rede Decisão/União;ALUNO-739;13;4;3A;Sim;8.703753666666667;A;Topázio;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.3;10.0;8.333333333333334;8.4375;8.666675;10.0;3.0;A;Rede Decisão;Veterano;Ametista;8.085;9.2;8.1;8.8;7.6;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.2;5.0;Nível 4 (9o ano);-1.0;4.0;A;2016.0;Sim;7.973381651316815;148.0;13.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.16668;8.035296867695186;9.375;7.388888888888889;7.833333333333333;7.166666666666667;7.166666666666667;4.0;8.59375;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;8.375007499999999;5.0;Fase 5 (1º EM);742;65.0;2.0;250.0;14;15;F
Rede Decisão/União;ALUNO-743;8;0;0H;Não;7.993333000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.8;5.0;10.0;2.5;6.916655;10.0;1.0;J;Escola Pública;Veterano;Ametista;8.061;10.0;8.8;5.0;6.4;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.7;10.0;Nível 1 (4o ano);0.0;1.0;K;2020.0;Não;7.381391333333333;368.0;96.0;9.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;8.483333333333333;5.625;8.416666666666666;7.166666666666667;9.666666666666666;Sem Nota;3.0;5.833333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sem Recomendacao;Não;Não;7.77778;5.0;Fase 2 (5º e 6º ano);746;19.0;0.0;28.0;9;10;M
Rede Decisão/União;ALUNO-746;10;2;2F;Sim;8.890836;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.1;7.5;9.0;8.541666666666666;8.833336666666666;10.0;2.0;G;Rede Decisão;Veterano;Topázio;9.107;9.0;8.8;8.8;9.3;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Sim;9.4;10.0;Nível 2 (5o e 6o ano);0.0;3.0;F;2018.0;Sim;8.510208575470424;34.0;8.0;4.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;9.39305259957434;6.25;7.777777777777779;6.666666666666667;8.0;8.666666666666666;4.0;8.59375;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;9.2083375;10.0;Fase 3 (7º e 8º ano);749;27.0;0.0;20.0;11;12;F
Escola Pública;ALUNO-747;13;1;3B;Não;8.154376000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;9.1;5.625;8.0;7.96875;7.91667;10.0;4.0;E;Escola Pública;Veterano;Topázio;8.675;8.8;8.9;7.5;7.4;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Sim;9.3;10.0;Nível 4 (9o ano);0.0;5.0;A;2019.0;Sim;7.590972222222223;277.0;17.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;8.864583333333334;5.625;6.777777777777779;6.333333333333333;5.166666666666667;8.833333333333334;3.0;6.25;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Sem Recomendacao;Não;Não;7.416665;10.0;Fase 5 (1º EM);750;36.0;0.0;11.0;14;15;M
Escola Pública;ALUNO-753;12;1;3E;Não;6.485277;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;6.6;7.5;2.333333333333333;8.125;6.722216666666666;10.0;4.0;E;Escola Pública;Veterano;Quartzo;4.785;8.3;2.5;7.5;0.8;7.2;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;4.1;10.0;Nível 3 (7o e 8o ano);1.0;4.0;B;2019.0;Não;5.061431199756183;818.0;74.0;14.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;3.440830721003135;7.5;1.777777777777778;1.666666666666667;3.666666666666667;0.0;4.0;4.84375;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;4.9583375;10.0;Fase 4 (9º ano);756;39.0;0.0;9.0;13;14;M
Escola Pública;ALUNO-755;13;3;3L;Não;7.735417;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.5;5.0;8.0;8.4375;7.5;10.0;4.0;G;Rede Decisão;Veterano;Ágata;6.872;7.1;4.7;6.9;6.8;7.8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;7.0;10.0;Nível 4 (9o ano);0.0;5.0;L;2017.0;Sim;7.468215478632479;328.0;22.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;8.792467948717949;5.0;6.944444444444446;5.333333333333333;6.666666666666667;8.833333333333334;4.0;8.125;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Mantido na Fase + Bolsa;Não;Não;6.291665;10.0;Fase 5 (1º EM);758;61.0;0.0;158.0;14;15;F
