INSTITUICAO_ENSINO_ALUNO_2020;NOME;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022;IdAluno;Total_Presente;Total_Falta;Total_Justificada;IDADE_ALUNO_2021;IDADE_ALUNO_2022;Sexo
Escola Pública;ALUNO-5;10;1;2M;Não;8.077085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.50002;8.0;7.5;7.5;8.4375;8.166665;10.0;2.0;L;Escola Pública;Veterano;Ametista;7.399;7.4;7.5;7.5;5.4;8.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.4;10.0;Nível 2 (5o e 6o ano);0.0;2.0;L;2019.0;Não;7.232336307992202;415.0;61.0;12.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.41668;8.557504873294347;7.5;7.083333333333334;6.666666666666667;7.5;Sem Nota;3.0;6.458333333333334;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Sem Recomendacao;Não;Não;7.833336666666667;5.0;Fase 3 (7º e 8º ano);7;26.0;0.0;1.0;11;12;M
Rede Decisão/União;ALUNO-8;14;3;4L;Sim;8.381390666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.9;4.375;7.333333333333333;8.749999999999998;8.94445;10.0;5.0;L;Rede Decisão;Veterano;Topázio;8.269;8.8;8.6;7.5;7.1;8.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;8.5;10.0;Nível 5 (1o EM);0.0;5.0;K;2017.0;Sim;7.289795442501942;397.0;26.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.16668;8.268065268065268;5.0;7.144444444444445;6.5;7.666666666666667;7.266666666666667;4.0;7.65625;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;Não;7.6250025;5.0;Fase 6 (2º EM);10;29.0;0.0;3.0;15;16;F
Escola Pública;ALUNO-11;8;0;0A;Sim;9.712504;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;8.125;10.0;10.0;10.00001;10.0;1.0;A;Rede Decisão;Veterano;Topázio;8.99;9.0;10.0;6.3;8.8;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;9.7;10.0;Nível 1 (4o ano);0.0;1.0;A;2020.0;Sim;8.464686539682539;40.0;5.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;9.198412698412698;7.5;9.833333333333332;10.0;9.666666666666666;Sem Nota;3.0;7.083333333333332;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Sem Recomendacao;Não;Sim;9.50001;5.0;Fase 2 (5º e 6º ano);13;26.0;0.0;1.0;9;10;M
Escola Pública;ALUNO-17;13;2;1G;Não;7.766252;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.8;7.5;10.0;6.5625;7.75;5.0;1.0;G;Escola Pública;Veterano;Ágata;6.14;9.5;4.2;7.5;2.6;8.4;Não avaliado;Mantido na Fase atual;Mantido na Fase + Bolsa;Não avaliado;Não;8.8;5.0;Nível 3 (7o e 8o ano);-2.0;1.0;G;2018.0;Não;6.723325934837093;580.0;142.0;6.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;6.647869674185464;7.5;5.5;4.333333333333333;6.666666666666667;Sem Nota;2.0;5.9375;Mantido na Fase atual;Promovido de Fase;Sem Recomendacao;Sem Recomendacao;Não;Não;7.5;5.0;Fase 3 (7º e 8º ano);19;11.0;0.0;16.0;14;15;M
Escola Pública;ALUNO-18;14;3;3E;Não;7.2055576666666665;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;7.0;7.5;6.5;7.083333333333334;7.944446666666665;5.0;4.0;F;Escola Pública;Veterano;Ágata;5.666;10.0;3.3;6.3;5.3;7.7;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Não;5.2;5.0;Nível 5 (1o EM);-1.0;4.0;H;2017.0;Não;5.845721955648926;746.0;68.0;7.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0.0;6.287640056022409;8.125;5.222222222222222;3.0;4.833333333333333;7.833333333333333;4.0;7.8125;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7.2499975;5.0;Fase 6 (2º EM);20;26.0;0.0;1.0;15;16;M
Escola Pública;ALUNO-34;12;2;2C;Não;7.698890666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.3;6.875;7.0;8.125;7.944443333333334;5.0;2.0;C;Escola Pública;Veterano;Ágata;6.129;6.9;2.9;7.5;5.5;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.7;5.0;Nível 3 (7o e 8o ano);-1.0;3.0;C;2018.0;Não;6.666787745731961;599.0;78.0;4.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.056167617548691;7.5;6.111111111111111;5.0;7.5;5.833333333333333;4.0;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;Não;6.41666;5.0;Fase 4 (9º ano);36;41.0;0.0;52.0;13;14;F
Escola Pública;ALUNO-36;14;1;3C;Não;8.307780333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;9.9;7.5;8.0;8.749999999999998;8.222226666666668;5.0;3.0;C;Escola Pública;Veterano;Ágata;6.246;8.3;6.4;3.8;4.7;7.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.9;5.0;Nível 5 (1o EM);-2.0;4.0;B;2019.0;Não;6.854039584291188;538.0;46.0;8.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.83333;8.074712643678161;6.25;5.877777777777777;5.0;7.166666666666667;5.466666666666666;4.0;7.96875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7.7916675;5.0;Fase 6 (2º EM);38;32.0;0.0;25.0;15;16;F
Escola Pública;ALUNO-37;10;2;2N;Não;6.6788913333333335;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.7;4.375;2.5;6.458333333333333;7.77778;10.0;2.0;N;Escola Pública;Veterano;Ágata;6.154;0.0;5.4;6.9;6.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.7;10.0;Nível 2 (5o e 6o ano);0.0;2.0;L;2018.0;Não;7.55554175568551;292.0;45.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.041585445094215;7.5;7.333333333333333;6.5;8.166666666666666;Sem Nota;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Sem Recomendacao;Não;Não;7.777779999999999;5.0;Fase 3 (7º e 8º ano);39;2.0;1.0;54.0;11;12;M
Escola Pública;ALUNO-46;8;0;0C;Não;6.966669;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;10.0;7.5;0.0;7.5;7.583335;10.0;0.0;P;Escola Pública;Veterano;Topázio;8.471;8.5;10.0;7.5;6.9;8.1;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.4;10.0;ALFA  (2o e 3o ano);0.0;1.0;K;2020.0;Não;7.398436561403509;362.0;94.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.082456140350876;7.5;5.0;3.666666666666667;6.333333333333333;Sem Nota;3.0;6.041666666666667;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Sem Recomendacao;Não;Não;6.888883333333333;10.0;Fase 1 (4º ano);48;9.0;0.0;18.0;9;10;F
Escola Pública;ALUNO-51;8;1;0D;Não;8.955835;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.8;7.5;10.0;8.125;7.416665;10.0;1.0;F;Escola Pública;Ingressante;Ametista;8.051;9.0;9.2;7.5;5.4;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.6;10.0;Nível 1 (4o ano);0.0;1.0;F;2019.0;Não;6.953190321839081;504.0;131.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.203448275862067;7.5;5.083333333333334;4.666666666666667;5.5;Sem Nota;2.0;5.625;Mantido na Fase atual;Promovido de Fase;Sem Recomendacao;Sem Recomendacao;Não;Não;6.91666;5.0;Fase 2 (5º e 6º ano);53;9.0;0.0;22.0;9;10;M
Rede Decisão/União;ALUNO-60;17;4;5F;Não;7.679582333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;9.7;6.875;6.666666666666667;8.4375;8.124995;5.0;6.0;C;Rede Decisão;Veterano;Ametista;6.956;7.9;7.5;6.9;6.1;7.2;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.7;5.0;Nível 8 (Universitários);-2.0;7.0;A;2016.0;Não;5.783132947712418;753.0;18.0;10.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;4.129901960784314;5.625;4.044444444444444;2.666666666666667;3.466666666666666;6.0;4.0;7.96875;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Sim;Não;7.277773333333332;5.0;Fase 8 (Universitários);62;15.0;0.0;16.0;18;19;M
Escola Pública;ALUNO-61;10;0;1N;Não;5.604168666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.5;7.5;0.0;6.875;7.333333333333333;5.0;1.0;M;Escola Pública;Veterano;Quartzo;3.017;0.0;1.3;5.6;0.0;6.9;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;5.1;5.0;Nível 2 (5o e 6o ano);-1.0;2.0;U;2020.0;Não;6.410355757575758;658.0;119.0;11.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;7.787878787878788;7.5;2.5;2.0;3.0;Sem Nota;3.0;6.25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Sem Recomendacao;Não;Não;7.38889;5.0;Fase 3 (7º e 8º ano);63;16.0;0.0;10.0;11;12;F
Rede Decisão/União;ALUNO-75;11;1;3L;Sim;9.687504;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;10.0;10.0;9.0;9.375;9.75001;10.0;4.0;L;Rede Decisão;Veterano;Topázio;9.108;10.0;9.2;7.5;8.5;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.7;10.0;Nível 3 (7o e 8o ano);1.0;5.0;L;2019.0;Sim;9.441521857142858;1.0;1.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.660714285714286;9.375;8.5;7.666666666666667;8.0;9.833333333333334;4.0;9.21875;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;9.75001;10.0;Fase 3 (7º e 8º ano);77;22.0;0.0;2.0;12;13;F
Escola Pública;ALUNO-76;7;0;0B;Não;8.958334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.91668;10.0;10.0;10.0;7.5;6.58333;10.0;1.0;B;Escola Pública;Veterano;Topázio;8.869;10.0;10.0;7.5;7.6;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;9.2;10.0;ALFA  (2o e 3o ano);1.0;1.0;B;2020.0;Não;8.306175283950617;61.0;12.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.419753086419751;7.5;7.166666666666666;7.333333333333333;7.0;Sem Nota;3.0;5.833333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sem Recomendacao;Não;Não;8.27778;10.0;Fase 1 (4º ano);78;0.0;0.0;0.0;8;9;F
Escola Pública;ALUNO-78;10;3;1A;Não;7.352085;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.0;7.5;5.5;7.1875;7.666665;5.0;1.0;B;Escola Pública;Ingressante;Ágata;6.339;8.9;9.2;7.5;2.6;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.6;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;D;2017.0;Não;7.604387307346327;271.0;70.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.91668;9.480259870064968;7.5;7.666666666666666;7.833333333333333;7.5;Sem Nota;3.0;6.666666666666666;Promovido de Fase;Promovido de Fase;Promovido de Fase;Sem Recomendacao;Não;Não;7.833336666666667;5.0;Fase 3 (7º e 8º ano);80;26.0;0.0;0.0;11;12;F
Escola Pública;ALUNO-81;15;1;4L;Sim;7.386391000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;5.41667;8.8;7.5;6.0;8.125;9.11112;5.0;5.0;L;Rede Decisão;Veterano;Ágata;6.188;6.3;5.8;2.5;6.5;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;7.7;5.0;Nível 6 (2o EM);-1.0;6.0;A;2019.0;Sim;7.474202506556246;327.0;10.0;10.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.33334;7.402950310559007;8.125;6.655555555555555;9.0;3.133333333333333;7.833333333333333;4.0;7.5;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase;Não;Sim;8.833336666666666;5.0;Fase 7 (3º EM);83;8.0;0.0;18.0;16;17;F
Rede Decisão/União;ALUNO-83;14;4;4B;Sim;8.155003333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.4;5.625;5.333333333333333;8.958333333333332;9.166676666666666;10.0;5.0;B;Rede Decisão;Veterano;Ágata;5.987;6.7;6.4;3.8;3.0;7.3;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;6.7;10.0;Nível 5 (1o EM);0.0;5.0;A;2016.0;Sim;7.202977523809524;429.0;27.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.819047619047619;7.5;6.8;4.666666666666667;7.333333333333333;8.4;3.0;6.875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Sem Recomendacao;Não;Não;7.750005;5.0;Fase 6 (2º EM);85;9.0;0.0;17.0;15;16;F
Escola Pública;ALUNO-84;8;0;0B;Não;8.750001000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;10.0;8.5;7.5;6.999995;10.0;1.0;A;Escola Pública;Ingressante;Ametista;7.867;3.5;10.0;7.5;6.8;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.3;10.0;Nível 1 (4o ano);0.0;1.0;A;2021.0;Não;7.502401434343434;309.0;81.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;8.838383838383837;7.5;6.25;6.833333333333333;5.666666666666667;Sem Nota;3.0;6.458333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sem Recomendacao;Sim;Sim;8.444446666666666;5.0;Fase 2 (5º e 6º ano);86;27.0;0.0;0.0;9;10;F
Escola Pública;ALUNO-85;9;1;0D;Não;7.263334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.9;2.5;10.0;2.5;6.66666;5.0;0.0;P;Escola Pública;Veterano;Ágata;6.652;9.5;6.7;6.3;6.9;4.7;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.0;5.0;Nível 2 (5o e 6o ano);-2.0;1.0;G;2019.0;Não;7.744553615384616;218.0;56.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.743589743589745;5.0;7.583333333333333;7.333333333333333;7.833333333333333;Sem Nota;2.0;5.625;Promovido de Fase;Promovido de Fase;Sem Recomendacao;Sem Recomendacao;Não;Sim;8.833335;5.0;Fase 2 (5º e 6º ano);87;17.0;0.0;48.0;10;11;M
Rede Decisão/União;ALUNO-87;14;4;4L;Sim;8.188612666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.2;5.625;6.666666666666667;8.749999999999998;8.722226666666666;10.0;5.0;L;Rede Decisão;Veterano;Ametista;8.004;7.9;7.8;7.5;7.8;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;7.7;10.0;Nível 5 (1o EM);0.0;5.0;L;2016.0;Sim;6.644810737664296;608.0;36.0;8.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.652169521654815;5.625;6.566666666666667;5.5;5.666666666666667;8.533333333333333;4.0;7.96875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Não;7.1250025;5.0;Fase 6 (2º EM);89;32.0;0.0;35.0;15;16;F
Rede Decisão/União;ALUNO-88;11;2;2D;Sim;9.04042;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.4;7.5;9.5;5.9375;9.58334;10.0;2.0;D;Rede Decisão;Veterano;Ametista;8.096;9.5;9.6;6.3;7.4;8.1;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Sim;9.1;5.0;Nível 3 (7o e 8o ano);-1.0;3.0;A;2018.0;Sim;8.427269800194932;44.0;12.0;4.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9.58335;9.11793372319688;5.625;6.877777777777777;5.133333333333334;6.833333333333333;8.666666666666666;4.0;8.90625;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;9.0833375;10.0;Fase 3 (7º e 8º ano);90;0.0;0.0;0.0;12;13;F
Escola Pública;ALUNO-90;14;1;3M;Não;7.073542833333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;5.8;7.5;7.666666666666667;7.96875;7.5000025;5.0;4.0;L;Escola Pública;Veterano;Ágata;5.994;7.1;5.0;7.5;4.6;7.2;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;7.0;5.0;Nível 5 (1o EM);-1.0;5.0;C;2019.0;Não;5.195056982905983;812.0;56.0;6.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.833320000000001;3.004807692307692;7.5;3.555555555555556;3.0;4.166666666666667;3.5;4.0;6.71875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;6.888886666666665;5.0;Fase 6 (2º EM);92;30.0;0.0;51.0;15;16;M
Escola Pública;ALUNO-91;10;2;2H;Não;6.846668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;6.4;6.875;4.5;5.625;7.58333;10.0;2.0;H;Escola Pública;Veterano;Quartzo;4.2;9.5;0.0;7.5;2.2;5.6;Mantido na Fase atual;Não avaliado;Não avaliado;Não avaliado;Não;2.5;10.0;Nível 2 (5o e 6o ano);0.0;2.0;F;2018.0;Não;7.412884468772608;350.0;51.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;7.918575677196368;7.5;7.916666666666667;6.5;9.333333333333334;Sem Nota;3.0;6.458333333333334;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sem Recomendacao;Não;Não;7.500003333333334;5.0;Fase 3 (7º e 8º ano);93;5.0;0.0;67.0;11;12;F
